WKT,full_id,osm_id,osm_type,highway,lanes,maxspeed,name,oneway,old_name,surface,maxspeed_g,official_n,source_max,alt_name,nat_name
"MULTILINESTRING ((120.9850984 14.5642677,120.9850625 14.5643482))",w104950904,"104950904",way,trunk,"4","60",Roxas Boulevard,yes,Dewey Boulevard,,,,,,
"MULTILINESTRING ((120.9853229 14.5643624,120.9854314 14.5644102,120.9857456 14.5645489,120.9859486 14.5646249,120.9863643 14.5647938))",w104950906,"104950906",way,trunk,"2","60",President Quirino Avenue,yes,Harrison Boulevard,asphalt,,,MMDA,,
"MULTILINESTRING ((120.9850984 14.5642677,120.9853229 14.5643624))",w104950907,"104950907",way,trunk,"2","60",President Quirino Avenue,yes,Harrison Boulevard,asphalt,,,MMDA,,
"MULTILINESTRING ((120.9856696 14.5629842,120.9854431 14.5634998,120.9851302 14.5641966,120.9850984 14.5642677))",w104950908,"104950908",way,trunk,"4","60",Roxas Boulevard,yes,Dewey Boulevard,,,,,,
"MULTILINESTRING ((120.998044 14.6143886,120.9983232 14.6146557,120.9985819 14.6148872,120.9988491 14.6151212))",w105688280,"105688280",way,trunk,"4","60",España Boulevard,yes,,asphalt,,,,,
"MULTILINESTRING ((120.9979556 14.6144798,120.997677 14.6142249,120.9974106 14.6139816,120.9971573 14.6137466,120.9970302 14.6136337,120.9968859 14.6135055,120.9966145 14.6132621,120.996388 14.6130504,120.9962418 14.6129182,120.9962122 14.6128914,120.9960871 14.6127782,120.9958324 14.6125376,120.9955619 14.6122953,120.9952755 14.6120353))",w105688282,"105688282",way,trunk,"4","60",España Boulevard,yes,,asphalt,,,,,
"MULTILINESTRING ((120.9852843 14.5644485,120.9850625 14.5643482))",w105689891,"105689891",way,trunk,"2","60",President Quirino Avenue,yes,Harrison Boulevard,asphalt,,,MMDA,,
"MULTILINESTRING ((120.9952755 14.6120353,120.9950512 14.6118317,120.9950172 14.6118009))",w105827551,"105827551",way,trunk,"4","60",España Boulevard,yes,,asphalt,,,,,
"MULTILINESTRING ((120.9895781 14.5677548,120.9896685 14.5678699,120.9898421 14.5680923,120.9902673 14.5686054,120.9905747 14.5689821,120.9911242 14.5696556))",w105827620,"105827620",way,trunk,"2","60",President Quirino Avenue,yes,Harrison Boulevard,asphalt,,,MMDA,,
"MULTILINESTRING ((121.0445127 14.3908132,121.0445075 14.3906916,121.0445087 14.3906207))",w106485499,"106485499",way,trunk,"4","60",National Road,,Manila South Road,,,,,MSR - Muntinlupa,Daang Maharlika (LZ)
"MULTILINESTRING ((121.0454778 14.3880363,121.045485 14.3879104))",w106485500,"106485500",way,trunk,"4","60",National Road,,Manila South Road,,,,,MSR - Muntinlupa,Daang Maharlika (LZ)
"MULTILINESTRING ((121.0454706 14.3875355,121.0453971 14.3873467,121.0453371 14.3871673,121.0452403 14.3869397,121.0452079 14.3868671))",w106485501,"106485501",way,trunk,"2","60",National Road,yes,Manila South Road,,,,,MSR - Muntinlupa,Daang Maharlika (LZ)
"MULTILINESTRING ((120.9841275 14.6635605,120.9841158 14.6628828,120.984113 14.6627204,120.9841082 14.6622024,120.9840975 14.6617108,120.9840807 14.6612647,120.9840686 14.6609436,120.98405 14.6601267,120.9840363 14.6595822,120.9839917 14.6587182,120.9839675 14.658013,120.9839669 14.6579941,120.9839549 14.6576286,120.9838536 14.6574709))",w107392078,"107392078",way,trunk,"2","60",MacArthur Highway,yes,,concrete,,,PH:urban,,
"MULTILINESTRING ((120.9841393 14.6574557,120.9840454 14.6576297,120.9840499 14.6578599,120.9840526 14.6579954,120.9840807 14.6587171,120.9841041 14.6595771,120.9841244 14.6601138,120.9841492 14.6609559,120.9841664 14.6612629,120.9841782 14.6617073,120.9841884 14.6622023,120.9841936 14.6627193,120.9841971 14.6628814,120.9842115 14.6635572,120.9842321 14.6645912,120.9842416 14.6651611,120.9842321 14.66535,120.9841787 14.6656434,120.9841574 14.6657053,120.9841499 14.665727,120.9840943 14.6658342,120.9839119 14.6660395,120.9834911 14.6665092,120.9823999 14.6677274,120.9822339 14.6679923,120.982136 14.6682134,120.9820782 14.6684758,120.9820644 14.6687698,120.9820551 14.6695723,120.9820747 14.6699644,120.9820633 14.6700375,120.9820303 14.6701069))",w107392081,"107392081",way,trunk,"2","60",MacArthur Highway,yes,,concrete,,,PH:urban,,
"MULTILINESTRING ((120.9821301 14.6571495,120.9820755 14.6571507,120.9817474 14.657158,120.9814446 14.6571581,120.9807369 14.657168,120.9803891 14.6571734))",w107392082,"107392082",way,trunk,"4","60",Samson Road,,,concrete,,,,,
"MULTILINESTRING ((120.9820303 14.6701069,120.9820071 14.670044,120.9819855 14.6699642,120.9819727 14.6695733,120.9819776 14.6687661,120.9819803 14.6685215,120.982043 14.6682189,120.9821355 14.6679566,120.9823157 14.6676555,120.9834358 14.6664556,120.9838466 14.6660055,120.9840162 14.6658033,120.9840678 14.6657026,120.9840809 14.6656697,120.9841015 14.6656178,120.9841102 14.6655961,120.9841565 14.6653041,120.9841546 14.6645957,120.9841492 14.664541,120.9841275 14.6635605))",w107392083,"107392083",way,trunk,"2","60",MacArthur Highway,yes,,asphalt,,,PH:urban,,
"MULTILINESTRING ((120.9627429 14.4693733,120.9625376 14.4699099))",w107773896,"107773896",way,trunk,"2","60",Aguinaldo Boulevard,yes,,,,,PH:urban,,
"MULTILINESTRING ((121.0259762 14.6372456,121.0254293 14.6368959,121.0251633 14.6367321,121.0240723 14.6360602,121.0230556 14.6354392,121.0222549 14.6349402,121.022149 14.6348751,121.0220608 14.6348208,121.021768 14.6346363,121.0215381 14.634497,121.020632 14.6339236,121.0204752 14.6338244,121.0202978 14.6337106))",w109516988,"109516988",way,trunk,"6","60",Quezon Avenue,yes,Don Mariano Marcos Avenue,asphalt,"50",,,,
"MULTILINESTRING ((120.9281141 14.4505168,120.9280516 14.4505616))",w109740405,"109740405",way,trunk,"2","80",Tirona Highway,yes,,asphalt,,Daniel Tirona Highway,,,
"MULTILINESTRING ((120.9522226 14.4455065,120.9525425 14.4454465))",w109972813,"109972813",way,trunk,"6","80",Tirona Highway,,,asphalt,,Daniel Tirona Highway,,,
"MULTILINESTRING ((120.9520721 14.4455362,120.9522226 14.4455065))",w109972816,"109972816",way,trunk,"6","80",Tirona Highway,,,asphalt,,Daniel Tirona Highway,,,
"MULTILINESTRING ((121.0218619 14.6934595,121.0219569 14.6933659))",w111521407,"111521407",way,trunk,"4","80",Mindanao Avenue,yes,,,,,,,
"MULTILINESTRING ((121.0078143 14.5385465,121.0074897 14.5385093,121.0062952 14.5383338))",w111735141,"111735141",way,trunk,"4","60",EDSA,yes,,asphalt,,Epifanio de los Santos Avenue,,,
"MULTILINESTRING ((121.0080613 14.5385687,121.0078143 14.5385465))",w111735142,"111735142",way,trunk,"4","60",EDSA,yes,,,,Epifanio de los Santos Avenue,,,
"MULTILINESTRING ((121.0080915 14.5383029,121.0085623 14.5383645,121.0093974 14.5384879,121.0107349 14.5386601,121.0108262 14.5386733,121.0111871 14.5387235,121.012681 14.5389703,121.0129468 14.5390156,121.0133998 14.5390957,121.0134043 14.5390965))",w111735143,"111735143",way,trunk,"4","60",EDSA,yes,,asphalt,,Epifanio de los Santos Avenue,,,
"MULTILINESTRING ((121.007822 14.5382711,121.0080915 14.5383029))",w111735144,"111735144",way,trunk,"4","60",EDSA,yes,,,,Epifanio de los Santos Avenue,,,
"MULTILINESTRING ((121.015118 14.6299001,121.0156585 14.6303728,121.015814 14.6305093,121.0163221 14.6309289,121.0168369 14.6313095,121.0170549 14.6314607,121.0172673 14.631592))",w114096678,"114096678",way,trunk,"5","60",Quezon Avenue,yes,Don Mariano Marcos Avenue,asphalt,"50",,,,
"MULTILINESTRING ((121.0187737 14.6575436,121.0190332 14.6575463))",w114100846,"114100846",way,trunk,"6","60",EDSA,yes,,,"50",Epifanio de los Santos Avenue,,,
"MULTILINESTRING ((121.0224765 14.6571836,121.0229147 14.6570819,121.024117 14.6567996,121.025111 14.6565664,121.0252965 14.6565229,121.0258969 14.6563886,121.0261498 14.6563342,121.0261722 14.6563283,121.0263226 14.6562951,121.0272768 14.6560861,121.0291813 14.655663))",w114100851,"114100851",way,trunk,"6","60",EDSA,yes,,asphalt,"50",Epifanio de los Santos Avenue,,,
"MULTILINESTRING ((121.0150802 14.6576928,121.014296 14.6576732,121.0140146 14.6576699,121.0139671 14.6576704,121.0138945 14.6576693,121.0127411 14.6576507,121.012611 14.6576507,121.0119582 14.6576378,121.0117946 14.6576371,121.0117081 14.6576354,121.0112964 14.6576279,121.0110897 14.6576248,121.0108901 14.6576201,121.0107978 14.6576217,121.0101035 14.6576177,121.0084981 14.6575941,121.0080756 14.6575911,121.0077463 14.6575818,121.0074959 14.657577,121.0074186 14.6575779,121.0071123 14.6575719,121.0068004 14.6575709,121.0065797 14.6575698,121.0051078 14.6575423,121.0048276 14.6575371,121.0041229 14.657524,121.0039694 14.6575198,121.0035338 14.6575155,121.0034854 14.6575156,121.0032012 14.6575135,121.002418 14.6574925,121.0020515 14.6574694,121.0019987 14.6574679,121.0015442 14.6574375))",w114100860,"114100860",way,trunk,"6","60",EDSA,yes,,,"50",Epifanio de los Santos Avenue,,,
"MULTILINESTRING ((121.0190121 14.6577401,121.0187436 14.6577354))",w114100886,"114100886",way,trunk,"6","60",EDSA,yes,,,"50",Epifanio de los Santos Avenue,,,
"MULTILINESTRING ((121.1149194 14.5865901,121.1148251 14.586607))",w114654430,"114654430",way,trunk,"2",,Ortigas Avenue Extension,yes,,asphalt,,,,,
"MULTILINESTRING ((121.1148251 14.586607,121.1146171 14.5866462,121.113679 14.5868208,121.1132583 14.5869002,121.1130628 14.5869354,121.1126603 14.5870063,121.1119963 14.5871267,121.1117717 14.5871678,121.1112418 14.5872634,121.110014 14.5875084,121.1098122 14.5875488,121.1093382 14.5876544,121.1091672 14.5876896,121.1089717 14.5877344,121.1089203 14.5877462))",w114654897,"114654897",way,trunk,"2",,Ortigas Avenue Extension,yes,,asphalt,,,,,Manila East Road
"MULTILINESTRING ((121.1149202 14.5865072,121.1151449 14.5864393,121.1157686 14.5862384,121.1159324 14.5861754,121.1162312 14.5860741))",w114654899,"114654899",way,trunk,"2",,Ortigas Avenue Extension,yes,,asphalt,,,,Cainta-Kayticling-Antipolo-Teresa-Morong Rd,
"MULTILINESTRING ((121.0817887 14.7046861,121.082055 14.7046535,121.082235 14.7046232,121.0824507 14.7045755,121.0828006 14.7044959,121.0831834 14.7043723,121.0835209 14.7042221,121.0838405 14.7040412,121.0841304 14.703869,121.084463 14.7036563,121.0846775 14.7034736,121.0848981 14.7032649,121.0850506 14.7031033,121.0851755 14.7029619,121.0852586 14.7028793,121.0853025 14.7028357,121.0855217 14.7025864,121.0858342 14.7022206,121.0861303 14.7017749,121.0863499 14.701382,121.0864437 14.7011919,121.0865428 14.700998,121.0866884 14.7006639,121.0868268 14.7003004,121.0869245 14.6999661,121.0870064 14.6996256))",w116782553,"116782553",way,trunk,"7","60",Commonwealth Avenue,yes,Don Mariano Marcos Avenue,,,,,,
"MULTILINESTRING ((121.0391177 14.6419008,121.0366152 14.6457244))",w117517699,"117517699",way,trunk,"3","60",EDSA,yes,,asphalt,"50",Epifanio de los Santos Avenue,,,
"MULTILINESTRING ((121.0330403 14.6512036,121.0323346 14.6522964,121.0316937 14.653289,121.0315393 14.6535281,121.0314433 14.6536763))",w117517701,"117517701",way,trunk,"5","60",EDSA,yes,,asphalt,"50",Epifanio de los Santos Avenue,,,
"MULTILINESTRING ((121.0312438 14.6878599,121.031164 14.6879607,121.0309214 14.6882286,121.0307269 14.6884167,121.0303318 14.6887057,121.0300073 14.6889123,121.0299036 14.6889727,121.0297038 14.6890932))",w119004839,"119004839",way,trunk,"4","60",Mindanao Avenue,yes,,,,,,,
"MULTILINESTRING ((121.0869397 14.6880644,121.0868856 14.6877694,121.0868192 14.6875278,121.0867986 14.6874718))",w120682686,"120682686",way,trunk,"2","60",Commonwealth Avenue Bus/PUJ,yes,Don Mariano Marcos Avenue,,,,,,
"MULTILINESTRING ((121.0340442 14.6679427,121.0339641 14.6680306))",w121507783,"121507783",way,trunk,"4","60",Mindanao Avenue,yes,,,,,MMDA,,
"MULTILINESTRING ((121.0339292 14.6678206,121.0340442 14.6679427))",w121507786,"121507786",way,trunk,"3","60",Congressional Avenue,yes,,,,,MMDA,,
"MULTILINESTRING ((120.9942826 14.610955,120.9945546 14.6112083))",w122132102,"122132102",way,trunk,"4","60",España Boulevard,yes,,asphalt,,,,,
"MULTILINESTRING ((120.9927946 14.609611,120.9928906 14.6097051))",w122607099,"122607099",way,trunk,"4","60",España Boulevard,yes,,,,,,,
"MULTILINESTRING ((120.9933066 14.6100826,120.9934531 14.6102207,120.9937351 14.6104699,120.9939975 14.6107078,120.9942826 14.610955))",w122607100,"122607100",way,trunk,"4","60",España Boulevard,yes,,asphalt,,,,,
"MULTILINESTRING ((120.9926988 14.6097025,120.9915624 14.6087255,120.9914447 14.6086193,120.9913459 14.6085225,120.9910295 14.6082358,120.990701 14.6079246,120.9900838 14.6073498,120.9896205 14.6069257,120.9894085 14.6067531))",w122607101,"122607101",way,trunk,"4","60",España Boulevard,yes,,asphalt,,,,,
"MULTILINESTRING ((120.9931928 14.6101512,120.9927987 14.6097962))",w122607102,"122607102",way,trunk,"4","60",España Boulevard,yes,,asphalt,,,,,
"MULTILINESTRING ((120.9873781 14.6051273,120.987899 14.6052672))",w123326750,"123326750",way,trunk,"4","60",Lerma Avenue,yes,,,,,,,
"MULTILINESTRING ((120.9806096 14.5903763,120.9806206 14.5902657,120.9806724 14.5900352))",w123904461,"123904461",way,trunk,"5","60",Padre Burgos Avenue,yes,,,,,,,
"MULTILINESTRING ((120.9928906 14.6097051,120.9933066 14.6100826))",w123906711,"123906711",way,trunk,"4","60",España Boulevard,yes,,asphalt,,,,,
"MULTILINESTRING ((120.9927987 14.6097962,120.9926988 14.6097025))",w123906713,"123906713",way,trunk,"4","60",España Boulevard,yes,,,,,,,
"MULTILINESTRING ((120.9895164 14.606637,120.9900499 14.6071222,120.9905803 14.6076161,120.9908656 14.6078607,120.9911387 14.6081122,120.991563 14.6084979,120.9916106 14.6085412,120.9916707 14.6085959,120.9922201 14.6090954,120.9925668 14.6094163,120.9927946 14.609611))",w123906716,"123906716",way,trunk,"4","60",España Boulevard,yes,,asphalt,,,,,
"MULTILINESTRING ((121.0570641 14.606233,121.0573958 14.6054977,121.0577284 14.6047877,121.0588803 14.6022862,121.0590289 14.6019471,121.0591333 14.6016748))",w124473371,"124473371",way,trunk,"5","60",EDSA,yes,,concrete,,Epifanio de los Santos Avenue,MMDA,,
"MULTILINESTRING ((120.9586029 14.7210018,120.9586591 14.7210923))",w126020285,"126020285",way,trunk,"4","60",MacArthur Highway,,,asphalt,,,PH:urban,,
"MULTILINESTRING ((120.9586591 14.7210923,120.9589048 14.7214936,120.9590904 14.7218251,120.9591352 14.7219166,120.9591671 14.7219794,120.9592441 14.7221607,120.9595236 14.7229055,120.9595544 14.7229844,120.9595691 14.7230205,120.9603018 14.7249638,120.9604139 14.7252588,120.9605016 14.7254866,120.9605305 14.725563,120.9605731 14.7256757,120.9606594 14.7259041,120.9606879 14.7259794,120.9607715 14.7262006,120.9608014 14.7262796,120.9608455 14.7263804,120.9610219 14.7268316,120.9611356 14.7271656,120.9611892 14.7274035,120.9612153 14.7276097,120.9612194 14.72771,120.9612216 14.7277783,120.9612293 14.7280432,120.9612554 14.7289666,120.9612659 14.7292622,120.9612779 14.729603,120.9612857 14.7298825))",w126020288,"126020288",way,trunk,"4","80",MacArthur Highway,,,asphalt,,,,,
"MULTILINESTRING ((120.980316 14.6774878,120.980333 14.6774434,120.9804148 14.6772179,120.9805352 14.6768767,120.980561 14.6768112,120.9806675 14.6765178,120.9807875 14.6762056,120.9809677 14.6757608,120.9809845 14.6757158,120.9810179 14.6756343,120.9814546 14.6744863,120.9817427 14.6737482,120.9819013 14.6733377,120.9819815 14.6731128,120.9820227 14.6729869,120.9820599 14.6728264,120.9820837 14.6726876,120.9820822 14.6725382,120.9820813 14.6724288,120.9820782 14.672241,120.9820753 14.6721073,120.9820727 14.6719278,120.9820677 14.671632,120.9820631 14.6714231,120.982042 14.6708587))",w126180215,"126180215",way,trunk,"4","60",MacArthur Highway,,,asphalt,,,PH:urban,,
"MULTILINESTRING ((120.9669624 14.6928454,120.9668952 14.6928789,120.9668212 14.6928927,120.9666732 14.6928978,120.9665811 14.6928996,120.9663761 14.6928887,120.9661784 14.6928751))",w126180225,"126180225",way,trunk,"3","60",MacArthur Highway,yes,,asphalt,,,PH:urban,,
"MULTILINESTRING ((121.0457188 14.630739,121.0457876 14.6305855,121.0458961 14.630342,121.0461838 14.6297128,121.0463252 14.6294075,121.0465323 14.628951,121.046623 14.6288847))",w127506869,"127506869",way,trunk,"2","60",EDSA,yes,,,,Epifanio de los Santos Avenue,,,
"MULTILINESTRING ((121.0460578 14.6308373,121.0459942 14.630973,121.0458993 14.631177,121.0458266 14.6313292))",w127506900,"127506900",way,trunk,"2","60",EDSA,yes,,,,Epifanio de los Santos Avenue,,,
"MULTILINESTRING ((121.0592254 14.5957447,121.0585828 14.5938381,121.0583703 14.5932051,121.0582747 14.5929216,121.0580318 14.5921478,121.057763 14.5913561))",w127586683,"127586683",way,trunk,"3","60",EDSA,yes,,concrete,,Epifanio de los Santos Avenue,,,
"MULTILINESTRING ((121.0147345 14.6297674,121.0146701 14.6296792))",w128208404,"128208404",way,trunk,"2","60",Quezon Avenue,yes,,asphalt,"50",,,,
"MULTILINESTRING ((120.9668103 14.6587101,120.9662474 14.6588132))",w128366436,"128366436",way,trunk,"4",,C-4 Road,yes,,,,,,,
"MULTILINESTRING ((121.0586597 14.5931803,121.0582893 14.5934557))",w129710066,"129710066",way,trunk,"3","40",Ortigas Avenue,yes,,,,,PH:urban,,
"MULTILINESTRING ((121.058602 14.5930164,121.0588319 14.5928347,121.0588553 14.5928138,121.0592331 14.5924678,121.0595176 14.5922187,121.0601324 14.5916804,121.0607594 14.5911536,121.0609712 14.590978,121.0612839 14.5907186))",w129710068,"129710068",way,trunk,"3","40",Ortigas Avenue,yes,,,,,PH:urban,,Ortigas Ave
"MULTILINESTRING ((121.0582354 14.5933049,121.058602 14.5930164))",w129710070,"129710070",way,trunk,"3","40",Ortigas Avenue,yes,,,,,PH:urban,,
"MULTILINESTRING ((121.0188836 14.6800638,121.0189942 14.6802168,121.0192133 14.6804838,121.0192593 14.6805388,121.0198619 14.6812627,121.0199765 14.6813885,121.0200868 14.681516,121.0202663 14.6817208,121.0204942 14.6819715,121.0207033 14.6822178,121.0208797 14.6824255,121.0209803 14.6825441,121.0220279 14.683811,121.0223452 14.6841785,121.0225681 14.6844143,121.0227039 14.6845219,121.0228148 14.6845999,121.0229487 14.6846932,121.0230947 14.6847719,121.0233943 14.684933,121.0235861 14.685077,121.0236891 14.6851854,121.0237944 14.6853717,121.0238962 14.6855232,121.0241206 14.6860302,121.0241772 14.686133,121.0242381 14.6862435,121.0243051 14.6863651,121.0243271 14.6864054,121.0243916 14.6865238))",w129814574,"129814574",way,trunk,"4","50",Quirino Highway,,Manila-del Monte Garay Road,concrete,,,,,
"MULTILINESTRING ((121.017066 14.6779029,121.0171886 14.6780433,121.0172802 14.6781462,121.0176366 14.678577,121.0177443 14.6787054,121.0179972 14.6790008,121.0185959 14.6797235))",w129814575,"129814575",way,trunk,"4","50",Quirino Highway,,Manila-del Monte Garay Road,,,,,,
"MULTILINESTRING ((121.0449067 14.6331654,121.0448319 14.633274))",w130573188,"130573188",way,trunk,"3","60",EDSA,yes,,,,Epifanio de los Santos Avenue,,,
"MULTILINESTRING ((121.044508 14.6331462,121.0445849 14.6330222))",w130573190,"130573190",way,trunk,"3","60",EDSA,yes,,,,Epifanio de los Santos Avenue,,,
"MULTILINESTRING ((121.045185 14.6318935,121.0452573 14.6317454,121.0453268 14.6315903,121.0454896 14.6312396,121.045576 14.6310534,121.0456434 14.630905,121.0456621 14.6308638,121.0457188 14.630739))",w130573192,"130573192",way,trunk,"2","60",EDSA,yes,,,,Epifanio de los Santos Avenue,,,
"MULTILINESTRING ((121.0448319 14.633274,121.0447481 14.6334094,121.0446485 14.6335746))",w130573194,"130573194",way,trunk,"3","60",EDSA,yes,,,,Epifanio de los Santos Avenue,,,
"MULTILINESTRING ((121.0254562 14.6879007,121.0255796 14.6879666,121.0260265 14.6884938,121.0260671 14.6885383,121.0271652 14.6897207,121.0274472 14.6900486,121.0275297 14.6901402,121.0277452 14.6903943))",w134642131,"134642131",way,trunk,"2","50",Quirino Highway,yes,Manila-del Monte Garay Road,asphalt,,,,,
"MULTILINESTRING ((121.0505571 14.3688348,121.0506092 14.368724,121.0507149 14.3684988,121.0507531 14.3684174))",w137620616,"137620616",way,trunk,"2","60",National Highway,yes,,paved,,,PH:rural,,Daang Maharlika (LZ)
"MULTILINESTRING ((121.0536578 14.3644018,121.054339 14.3638459))",w137620617,"137620617",way,trunk,"4","60",National Highway,,,paved,,,PH:rural,,Daang Maharlika (LZ)
"MULTILINESTRING ((121.0504319 14.3691842,121.0505135 14.3690095))",w137620618,"137620618",way,trunk,"4","50",National Road,,Manila South Road,,,,PH:rural,MSR - Muntinlupa,Daang Maharlika (LZ)
"MULTILINESTRING ((121.054339 14.3638459,121.0553036 14.3631116))",w137620619,"137620619",way,trunk,"4","60",National Highway,,,paved,,,PH:rural,,Daang Maharlika (LZ)
"MULTILINESTRING ((121.0462835 14.5691349,121.0464227 14.5696743,121.0465022 14.5699593,121.0465483 14.570166,121.0466777 14.5706347))",w143174215,"143174215",way,trunk,"5","60",EDSA,yes,,concrete,"50",Epifanio de los Santos Avenue,,,
"MULTILINESTRING ((121.045934 14.5677839,121.0462391 14.5688347,121.0462744 14.5689494))",w143174217,"143174217",way,trunk,"2","60",EDSA,yes,,asphalt,"50",,,,
"MULTILINESTRING ((121.05222 14.5791775,121.0539443 14.5815943,121.0541111 14.581835,121.0544432 14.5822903))",w143174223,"143174223",way,trunk,"3","60",Shaw Tunnel,yes,,asphalt,"50",,,,
